"id","company","companyCn","booth","exhibition","province","city","regionType","website","email","phone","contactName","contactStatus","contactSource","years","stage","priority","owner","lastContact","nextFollowUp","intendedArea","notes","hasGuangdongAffiliate","exhibitions","officialProfileUrl","officialAddress","productGroups","contactEmail","contactPhone","profileExtra"
"1970","GUANGZHOU CUSTOMS DISTRICT TECHNOLOGY CENTER","广州海关技术中心","8.1H D560","SNEC PV+ 2026","广东省","广州市","广东非深圳","https://www.iqtcnet.cn","","","","待核实","","[""2026""]","未联系","中","","","","","","false","[{""company"":""GUANGZHOU CUSTOMS DISTRICT TECHNOLOGY CENTER"",""companyCn"":""广州海关技术中心"",""booth"":""8.1H D560"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":319,""website"":""https://www.iqtcnet.cn"",""address"":""Tower B,No.66 Huacheng Avenue,Zhujiang Xincheng,Tianhe District, Guangzhou,Guangdong,P.R.C. 广东省广州市天河区珠江新城花城大道66号B座""}]","","","","","",""
"211","Guangzhou RimSea Technology Co.,Ltd.","广州疆海科技有限公司","B0.336","ees Europe","广东省","广州市","广东非深圳","","","","","待核实","","[""2023""]","未联系","中","","","","","","false","[{""company"":""Guangzhou RimSea Technology Co.,Ltd."",""companyCn"":""广州疆海科技有限公司"",""booth"":""B0.336"",""exhibition"":""ees Europe"",""event"":""The smarter E Europe"",""year"":""2023"",""sourceFile"":""2023The smarter E Europe2023德国展商列表(含页码）.pdf"",""sourcePage"":29}]","","","","","",""
"1971","Guangzhou Baiyun Technology Co., Ltd","广州白云科技股份有限公司","2.2H A115","SNEC PV+ 2026","广东省","广州市","广东非深圳","https://www.china-baiyun.com/","","","","待核实","","[""2026""]","未联系","中","","","","","","false","[{""company"":""Guangzhou Baiyun Technology Co., Ltd"",""companyCn"":""广州白云科技股份有限公司"",""booth"":""2.2H A115"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":319,""website"":""https://www.china-baiyun.com/"",""address"":""No.1 Yunan Road, Guangzhou Civilian Science & Technology Park, Taihe, Guangzhou, China. 广东省广州市白云区太和镇民营科技园云安路1号""}]","","","","","",""
"212","Guangzhou Zhiguang Electric CO., LTD.","广州知充科技有限公司","B0.340","ees Europe","广东省","广州市","广东非深圳","","","","","待核实","","[""2023""]","未联系","中","","","","","","false","[{""company"":""Guangzhou Zhiguang Electric CO., LTD."",""companyCn"":""广州知充科技有限公司"",""booth"":""B0.340"",""exhibition"":""ees Europe"",""event"":""The smarter E Europe"",""year"":""2023"",""sourceFile"":""2023The smarter E Europe2023德国展商列表(含页码）.pdf"",""sourcePage"":29}]","","","","","",""
"1972","Guangzhou Zhiyuan Instruments Co.,Ltd.","广州致远仪器有限公司","5.1H C110","SNEC PV+ 2026","广东省","广州市","广东非深圳","","","","","待核实","","[""2026""]","未联系","中","","","","","","false","[{""company"":""Guangzhou Zhiyuan Instruments Co.,Ltd."",""companyCn"":""广州致远仪器有限公司"",""booth"":""5.1H C110"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":322,""website"":"""",""address"":""No. 43, Sicheng Road, Tianhe District, Guangzhou, China 广东省广州市天河区思成路43号""}]","","","","","",""
"40","Guangzhou Felicity Solar Technology Co., Ltd","广州菲利斯太阳能科技有限公司","B1.670","ees Europe","广东省","广州市","广东非深圳","https://www.felicitysolar.com/","","","","The smarter E官方目录已核验","https://www.thesmartere.de/exhibitorlist/guangzhou-felicity-solar-technology-co-ltd","[""2026"",""2025"",""2023""]","未联系","中","","","","","","false","[{""event"":""The smarter E Europe"",""year"":""2026"",""exhibition"":""ees Europe"",""booth"":""B1.670"",""sourceFile"":""Exhibitor List2026 欧洲智慧能源展.pdf"",""sourcePage"":4},{""company"":""Guangzhou Felicitysolar Technology Co., Ltd"",""companyCn"":""广州菲利斯太阳能科技有限公司"",""booth"":""3H C680"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":320,""website"":""https://www.felicitysolar.com"",""address"":""No. 23rd, Xingfu Street, Donghua Industry Zone, Renhe Town, Baiyun Area, Guangzhou, Gungdong Province, China 广东省广州市白云区人和镇东华工业区兴富街23号""},{""company"":""Guangzhou Felicity Solar Technology Co., Ltd"",""companyCn"":"""",""booth"":""C3.190"",""exhibition"":""ees Europe"",""event"":""The smarter E Europe"",""year"":""2025"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":22},{""company"":""Guangzhou Felicitysolar Technology Co., Ltd"",""companyCn"":""广州菲利斯太阳能科技有限公司"",""booth"":""C3.140"",""exhibition"":""ees Europe"",""event"":""The smarter E Europe"",""year"":""2023"",""sourceFile"":""2023The smarter E Europe2023德国展商列表(含页码）.pdf"",""sourcePage"":29}]","https://www.thesmartere.de/exhibitorlist/guangzhou-felicity-solar-technology-co-ltd","Guangzhou Felicity Solar Technology Co., LtdNo. 2, Donghua Huaye Road, Renhe Town, Baiyun District, Guangzhou, China510470 Guangzhou, China","[""Inverters"",""Lithium-based batteries"",""Stationary energy storage for residential buildings"",""Stationary energy storage for commercial and industrial applications""]","rebecca@felicitysolar.com","+86-20-36719118",""
"50","Guangzhou Rongjie Energy Technology Co., Ltd.","广州融捷能源科技有限公司","C1.570","ees Europe","广东省","广州市","广东非深圳","https://www.rjetech.com/en/","","","","The smarter E官方目录已核验","https://www.thesmartere.de/exhibitorlist/guangzhou-rongjie-energy-technology-co-ltd","[""2026"",""2025"",""2024""]","未联系","中","","","","","","false","[{""event"":""The smarter E Europe"",""year"":""2026"",""exhibition"":""ees Europe"",""booth"":""C1.570"",""sourceFile"":""Exhibitor List2026 欧洲智慧能源展.pdf"",""sourcePage"":4},{""company"":""Guangzhou Rongjie Energy Technology Co., Ltd."",""companyCn"":""广州融捷能源科技有限公司"",""booth"":""8.1H B160"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":321,""website"":""https://www.rjetech.com"",""address"":""3 Wanxin 1st Street, Nansha District, Guangzhou, Guangdong, China 广东省广州市南沙区万顷沙镇万芯一街3号广州融捷能源科技有限公司""},{""company"":""Guangzhou Rongjie Energy Technology Co., Ltd."",""companyCn"":"""",""booth"":""C2.259"",""exhibition"":""ees Europe"",""event"":""The smarter E Europe"",""year"":""2025"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":23},{""company"":""Guangzhou Rongjie Energy Technology Co.,Ltd."",""companyCn"":""广州融捷能源科技有限公司"",""booth"":""FM.705/40"",""exhibition"":""ees Europe"",""event"":""The smarter E Europe"",""year"":""2024"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":53}]","https://www.thesmartere.de/exhibitorlist/guangzhou-rongjie-energy-technology-co-ltd","Guangzhou Rongjie Energy Technology Co., Ltd.3 Wanxin 1st Street, Nansha District, Guangzhou, Guangdong, China511462 Guangzhou, China","[""Lithium-based batteries"",""Stationary energy storage for residential buildings"",""Stationary energy storage for commercial and industrial applications"",""Stationary energy storage for utilities and grid operators""]","fengyongshan@rjetech.com","+862066311888",""
"1973","Guangzhou Nano-metal Advanced Materials Technology Co., Ltd","广州金磁海纳新材料科技有限公司","6.1H C009","SNEC PV+ 2026","广东省","广州市","广东非深圳","https://www.joinchina.com.cn","","","","待核实","","[""2026""]","未联系","中","","","","","","false","[{""company"":""Guangzhou Nano-metal Advanced Materials Technology Co., Ltd"",""companyCn"":""广州金磁海纳新材料科技有限公司"",""booth"":""6.1H C009"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":321,""website"":""https://www.joinchina.com.cn"",""address"":""No.18 Suida Road,Huangpu District,Guangzhou 广州市黄埔区隧达街18号""}]","","","","","",""
"32","Guangzhou Ruisu Intelligent Technology C Ltd.","广州锐速智能科技股份有限公司","C6.758","Power2Drive Europe","广东省","广州市","广东非深圳","https://www.gzruisu.com","","","","The smarter E官方目录已核验","https://www.thesmartere.de/exhibitorlist/guangzhou-ruisu-intelligent-technology-co-ltd","[""2026""]","未联系","中","","","","","","false","[{""event"":""The smarter E Europe"",""year"":""2026"",""exhibition"":""Power2Drive Europe"",""booth"":""C6.758"",""sourceFile"":""Exhibitor List2026 欧洲智慧能源展.pdf"",""sourcePage"":4}]","https://www.thesmartere.de/exhibitorlist/guangzhou-ruisu-intelligent-technology-co-ltd","Guangzhou Ruisu Intelligent Technology Co., Ltd.No. 160 Tashan Avenue, Zengjiang Street, Zengcheng District511300 Guangzhou, China","[""DC charging systems"",""High power charger, megawatt charging systems""]","ruisu@gzruisu.com","",""
"213","Guangzhou Changjiang New Energy Technology","广州长江新能源科技股份有限公司","B6.380","Power2Drive Europe","广东省","广州市","广东非深圳","","","","","待核实","","[""2024""]","未联系","中","","","","","","false","[{""company"":""Guangzhou Changjiang New Energy Technology"",""companyCn"":""广州长江新能源科技股份有限公司"",""booth"":""B6.380"",""exhibition"":""Power2Drive Europe"",""event"":""The smarter E Europe"",""year"":""2024"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":53}]","","","","","",""
"1974","Guangzhou Jitai Chemical Co., Ltd","广州集泰化工股份有限公司","3H D355","SNEC PV+ 2026","广东省","广州市","广东非深圳","https://www.jointas.com/","","","","待核实","","[""2026""]","未联系","中","","","","","","false","[{""company"":""Guangzhou Jitai Chemical Co., Ltd"",""companyCn"":""广州集泰化工股份有限公司"",""booth"":""3H D355"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":320,""website"":""https://www.jointas.com/"",""address"":""Building C, No. 62 Nanxiang 1st Road, Science City, Huangpu District, Guangzhou 广州市黄埔区科学城南翔一路62号C座""}]","","","","","",""
"1975","Guangzhou Robustel Co., Ltd.","广州鲁邦通物联网科技股份有限公司","8.1H C119","SNEC PV+ 2026","广东省","广州市","广东非深圳","https://www.robustel.com.cn/","","","","待核实","","[""2026""]","未联系","中","","","","","","false","[{""company"":""Guangzhou Robustel Co., Ltd."",""companyCn"":""广州鲁邦通物联网科技股份有限公司"",""booth"":""8.1H C119"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":46,""website"":""https://www.robustel.com.cn/"",""address"":""广州市天河区大观中路95号科汇园6栋3楼""}]","","","","","",""
"49","Guangzhou Great Power Energy & Technology Co. Ltd.","广州鹏辉能源科技股份有限公司","C3.320","ees Europe","广东省","广州市","广东非深圳","https://www.greatpower.net/en/","sales@greatpower.net","+86-20-39196888","","The smarter E官方目录已核验","https://www.thesmartere.de/exhibitorlist/guangzhou-great-power-energy-technology-co-ltd","[""2026"",""2025""]","未联系","中","","","","","","false","[{""event"":""The smarter E Europe"",""year"":""2026"",""exhibition"":""ees Europe"",""booth"":""C3.320"",""sourceFile"":""Exhibitor List2026 欧洲智慧能源展.pdf"",""sourcePage"":4},{""company"":""Guangzhou Great Power Energy & Technology Co., Ltd."",""companyCn"":""广州鹏辉能源科技股份有限公司"",""booth"":""4.1H B130"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":44,""website"":""https://www.greatpower.net"",""address"":""广州市番禺区沙湾镇市良路西村段912号""},{""company"":""Guangzhou Great Power Energy & Technology Co.,"",""companyCn"":"""",""booth"":""C1.210"",""exhibition"":""ees Europe"",""event"":""The smarter E Europe"",""year"":""2025"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":23},{""company"":""Guangzhou Great Power Energy & Technology Co.,"",""companyCn"":"""",""booth"":""A1.209"",""exhibition"":""Intersolar Europe"",""event"":""The smarter E Europe"",""year"":""2025"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":23}]","https://www.thesmartere.de/exhibitorlist/guangzhou-great-power-energy-technology-co-ltd","Guangzhou Great Power Energy & Technology Co., Ltd.No. 912 Shiliang Road, Shawan town, Panyu511400 Guangzhou, China","[""Lithium-based batteries"",""Stationary energy storage for residential buildings"",""Stationary energy storage for commercial and industrial applications"",""Stationary energy storage for utilities and grid operators""]","sales@greatpower.net","+86-020-39196888",""
"1976","GRG Metrology & Test Group Co., Ltd.","广电计量检测集团股份有限公司","2.1H C803","SNEC PV+ 2026","广东省","广州市","广东非深圳","https://www.grgtest.com/","","","","待核实","","[""2026""]","未联系","中","","","","","","false","[{""company"":""GRG Metrology & Test Group Co., Ltd."",""companyCn"":""广电计量检测集团股份有限公司"",""booth"":""2.1H C803"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":314,""website"":""https://www.grgtest.com/"",""address"":""No. 8, Chuangyun Road, Shiqi Town, Panyu District, Guangzhou City, Guangdong Province, China 广州市番禺区石碁镇创运路8号""}]","","","","","",""
"214","HUIZHOU BAOJUN MATERIAL TECHNOLOGY","惠州保均新材科技有限公司","A2.115","Intersolar Europe","广东省","惠州市","广东非深圳","","","","","待核实","","[""2024""]","未联系","中","","","","","","false","[{""company"":""HUIZHOU BAOJUN MATERIAL TECHNOLOGY"",""companyCn"":""惠州保均新材科技有限公司"",""booth"":""A2.115"",""exhibition"":""Intersolar Europe"",""event"":""The smarter E Europe"",""year"":""2024"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":61}]","","","","","",""
"42","Huizhou OLINK Technology Co., Ltd.","惠州市万物互联科技有限公司","B6.360","Power2Drive Europe","广东省","惠州市","广东非深圳","https://www.olinkevse.com","","","","The smarter E官方目录已核验","https://www.thesmartere.de/exhibitorlist/huizhou-olink-technology-co-ltd","[""2026"",""2024""]","未联系","中","","","","","","false","[{""event"":""The smarter E Europe"",""year"":""2026"",""exhibition"":""Power2Drive Europe"",""booth"":""B6.360"",""sourceFile"":""Exhibitor List2026 欧洲智慧能源展.pdf"",""sourcePage"":4},{""company"":""Huizhou Olink Technology Co.,Ltd."",""companyCn"":""惠州市万物互联科技有限公司"",""booth"":""C6.250"",""exhibition"":""Power2Drive Europe"",""event"":""The smarter E Europe"",""year"":""2024"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":61}]","https://www.thesmartere.de/exhibitorlist/huizhou-olink-technology-co-ltd","Huizhou OLINK Technology Co., Ltd.7F, Bldg 28, Zhongnan High-Tech Innovation Park, Shuikou St, Huicheng Dist,516005 Huizhou, China","[""AC charging systems"",""DC charging systems"",""Other charging systems (portable, inductive, etc.)""]","allen.huang@olinkevse.com","+867522375002",""
"215","Huizhou RoyPow Technology Co., Ltd.","惠州市乐亿通科技股份有限公司","B2.490","ees Europe","广东省","惠州市","广东非深圳","","","","","待核实","","[""2023""]","未联系","中","","","","","","false","[{""company"":""Huizhou RoyPow Technology Co., Ltd."",""companyCn"":""惠州市乐亿通科技股份有限公司"",""booth"":""B2.490"",""exhibition"":""ees Europe"",""event"":""The smarter E Europe"",""year"":""2023"",""sourceFile"":""2023The smarter E Europe2023德国展商列表(含页码）.pdf"",""sourcePage"":33}]","","","","","",""
"1977","HUIZHOU CLICK ELECTRONICS CO.,LTD","惠州市可立克电子有限公司","5.1H D130","SNEC PV+ 2026","广东省","惠州市","广东非深圳","","","","","待核实","","[""2026""]","未联系","中","","","","","","false","[{""company"":""HUIZHOU CLICK ELECTRONICS CO.,LTD"",""companyCn"":""惠州市可立克电子有限公司"",""booth"":""5.1H D130"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":344,""website"":"""",""address"":""HUIZHOU CLICK ELECTRONICS CO.,LTD 惠州市可立克电子有限公司""}]","","","","","",""
"1978","HUIZHOU BAOHUI ElECTRONIC TECHNOLOGY CO,LTD","惠州市宝惠电子科技有限公司","6.1H F220 F221","SNEC PV+ 2026","广东省","惠州市","广东非深圳","http://www.bhkj.com.cn/","","","","待核实","","[""2026""]","未联系","中","","","","","","false","[{""company"":""HUIZHOU BAOHUI ElECTRONIC TECHNOLOGY CO,LTD"",""companyCn"":""惠州市宝惠电子科技有限公司"",""booth"":""6.1H F220 F221"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":343,""website"":""http://www.bhkj.com.cn/"",""address"":""Linhai Industrial Park, Shuikou Town, Huizhou, Guangdong, China 中国 广东省惠州市水口镇临海工业园""}]","","","","","",""
"51","Huizhou Desay Battery Co.,Ltd.","惠州市德赛电池有限公司","C1.360","ees Europe","广东省","惠州市","广东非深圳","https://www.desayest.com","","","","The smarter E官方目录已核验","https://www.thesmartere.de/exhibitorlist/huizhou-desay-battery-coltd","[""2026"",""2025""]","未联系","中","","","","","","false","[{""event"":""The smarter E Europe"",""year"":""2026"",""exhibition"":""ees Europe"",""booth"":""C1.360"",""sourceFile"":""Exhibitor List2026 欧洲智慧能源展.pdf"",""sourcePage"":4},{""company"":""Huizhou Desay Battery Co.,Ltd."",""companyCn"":"""",""booth"":""C1.460"",""exhibition"":""Intersolar Europe"",""event"":""The smarter E Europe"",""year"":""2025"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":26}]","https://www.thesmartere.de/exhibitorlist/huizhou-desay-battery-coltd","Huizhou Desay Battery Co.,Ltd.No.15,Zhongkai,High-Tech Industry Development Zone,Huizhou,Guangdong516000 Huizhou, China","[""Lithium-based batteries"",""Stationary energy storage for residential buildings"",""Stationary energy storage for commercial and industrial applications"",""Stationary energy storage for utilities and grid operators"",""Battery Materials""]","info_ess@desay.com","+86-0752- 2629810",""
"216","H-antech (Asia) Transmission Technology","惠州市德赛电池有限公司","1.2H D185","SNEC PV+ 2026","广东省","惠州市","广东非深圳","https://www.h-antech.com.tw","","","","会刊官网待复核","01-2026-6-3-5-2026-1-.pdf 第329页","[""2026"",""2023""]","未联系","中","","","","","","false","[{""company"":""H-antech(Asia)Transmission Technology Co.,Limited"",""companyCn"":""惠州市汉泰科传动系统有限公司"",""booth"":""1.2H D185"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":329,""website"":""https://www.h-antech.com.tw"",""address"":""H-antech(Asia)Transmission Technology Co.,Limited 惠州市汉泰科传动系统有限公司""},{""company"":""H-antech (Asia) Transmission Technology"",""companyCn"":""惠州市德赛电池有限公司"",""booth"":""A6.615"",""exhibition"":""Intersolar Europe"",""event"":""The smarter E Europe"",""year"":""2023"",""sourceFile"":""2023The smarter E Europe2023德国展商列表(含页码）.pdf"",""sourcePage"":33}]","","","","","",""
"1979","Huizhou Xindaxin Technology Co., Ltd.","惠州市新大欣科技有限公司","6.1H E128","SNEC PV+ 2026","广东省","惠州市","广东非深圳","","","","","待核实","","[""2026""]","未联系","中","","","","","","false","[{""company"":""Huizhou Xindaxin Technology Co., Ltd."",""companyCn"":""惠州市新大欣科技有限公司"",""booth"":""6.1H E128"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":582,""website"":"""",""address"":""Huizhou Huiyang District Qiuchang Baishi Xin Da Xin Technology Co., Ltd. 惠州市惠阳区秋长白石新大欣科技有限公司""}]","","","","","",""
"1980","HUIZHOU SUYANG TECHNOLOGY CO.,LTD.","惠州市曙阳科技有限公司","6.1H A630","SNEC PV+ 2026","广东省","惠州市","广东非深圳","","","","","待核实","","[""2026""]","未联系","中","","","","","","false","[{""company"":""HUIZHOU SUYANG TECHNOLOGY CO.,LTD."",""companyCn"":""惠州市曙阳科技有限公司"",""booth"":""6.1H A630"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":344,""website"":"""",""address"":""HUIZHOU SUYANG TECHNOLOGY CO.,LTD. 惠州市曙阳科技有限公司""},{""company"":""HUIZHOU SUYANG TECHNOLOGY CO.,LTD."",""companyCn"":""惠州市曙阳科技有限公司"",""booth"":""5.1H A106 A107"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":344,""website"":"""",""address"":""HUIZHOU SUYANG TECHNOLOGY CO.,LTD. 惠州市曙阳科技有限公司""}]","","","","","",""
"1981","HUIZHOU LYCN ELECTRONICS CO.,LTD","惠州市联益电子有限公司","4.1H C911 C912 C913 C915","SNEC PV+ 2026","广东省","惠州市","广东非深圳","https://www.lyconn.com","","","","待核实","","[""2026""]","未联系","中","","","","","","false","[{""company"":""HUIZHOU LYCN ELECTRONICS CO.,LTD"",""companyCn"":""惠州市联益电子有限公司"",""booth"":""4.1H C911 C912 C913 C915"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":344,""website"":""https://www.lyconn.com"",""address"":""Lianyi Industrial Park, Chen Village, Huzhen Town, Boluo County, Huizhou City 惠州市博罗县湖镇镇陈村联益工业园""}]","","","","","",""
"1982","Huizhou Yinghua Electronic Co., Ltd","惠州市英铧电源有限公司","6.1H F361","SNEC PV+ 2026","广东省","惠州市","广东非深圳","https://www.gdyhdz.com","","","","待核实","","[""2026""]","未联系","中","","","","","","false","[{""company"":""Huizhou Yinghua Electronic Co., Ltd"",""companyCn"":""惠州市英铧电源有限公司"",""booth"":""6.1H F361"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":345,""website"":""https://www.gdyhdz.com"",""address"":""Huizhou Yinghua Electronic Co., Ltd 惠州市英铧电源有限公司""}]","","","","","",""
"1983","Huizhou Guangzhi Equipment Technology Co.,Ltd.","惠州广志装备科技有限公司","4.1H C916","SNEC PV+ 2026","广东省","惠州市","广东非深圳","https://www.gze-tec.com","","","","待核实","","[""2026""]","未联系","中","","","","","","false","[{""company"":""Huizhou Guangzhi Equipment Technology Co.,Ltd."",""companyCn"":""惠州广志装备科技有限公司"",""booth"":""4.1H C916"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":344,""website"":""https://www.gze-tec.com"",""address"":""Next to Huizi Highway, Lianghua Town, Huidong County, Huizhou City 广东省惠州市惠东县梁化镇惠紫公路旁""}]","","","","","",""
"128","Huizhou Ultimate Intelligence Technology Co., Ltd","惠州终极智能科技有限公司","C1.680","ees Europe","广东省","惠州市","广东非深圳","https://www.u-energie.de","","","","The smarter E官方官网已核验","https://www.thesmartere.de/exhibitorlist/huizhou-ultimate-intelligence-technology-co-ltd","[""2026""]","未联系","中","","","","","","false","[{""event"":""The smarter E Europe"",""year"":""2026"",""exhibition"":""ees Europe"",""booth"":""C1.680"",""sourceFile"":""Exhibitor List2026 欧洲智慧能源展.pdf"",""sourcePage"":8}]","https://www.thesmartere.de/exhibitorlist/huizhou-ultimate-intelligence-technology-co-ltd","Huizhou Ultimate Intelligence Technology Co., LtdRoom 5012, 5th Floor, No. 32-1 Maidi Road, Guangdong Province516008 Huizhou, China","[""Stationary energy storage for residential buildings"",""Stationary energy storage for commercial and industrial applications""]","","",""
"217","Tursan New Energy (Guangdong) Co., Ltd.","拓芯安新能源（广东）有限公司","C3.334","ees Europe","广东省","待核实","广东非深圳","","","","","待核实","","[""2024""]","未联系","中","","","","","","false","[{""company"":""Tursan New Energy (Guangdong) Co., Ltd."",""companyCn"":""拓芯安新能源（广东）有限公司"",""booth"":""C3.334"",""exhibition"":""ees Europe"",""event"":""The smarter E Europe"",""year"":""2024"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":137}]","","","","","",""
"1984","EAST GROUP CO., LTD.","易事特集团股份有限公司","4.1H B110","SNEC PV+ 2026","广东省","东莞市","广东非深圳","https://www.eastups.com","","","","待核实","","[""2026""]","未联系","中","","","","","","false","[{""company"":""EAST GROUP CO., LTD."",""companyCn"":""易事特集团股份有限公司"",""booth"":""4.1H B110"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":32,""website"":""https://www.eastups.com"",""address"":""广东省东莞市松山湖科技产业园区工业北路6号""}]","","","","","",""
"1985","Hengqin Huatong Financial Leasing Co.,Ltd.","横琴华通金融租赁有限公司","5.2H D352","SNEC PV+ 2026","广东省","珠海市","广东非深圳","","","","","待核实","","[""2026""]","未联系","中","","","","","","false","[{""company"":""Hengqin Huatong Financial Leasing Co.,Ltd."",""companyCn"":""横琴华通金融租赁有限公司"",""booth"":""5.2H D352"",""exhibition"":""SNEC PV+ 2026"",""event"":""SNEC PV+ 上海国际太阳能光伏与智慧能源展"",""year"":""2026"",""sourceFile"":""01-2026-6-3-5-2026-1-.pdf"",""sourcePage"":339,""website"":"""",""address"":""23A, Hengqin International Financial Center, No. 58 Huajin Street, Hengqin New Area, Zhuhai City,China 珠海市横琴新区华金街58号横琴国际金融中心大厦23A""}]","","","","","",""
